assembly,body,engine,transmission,fuel,car_age,city_grouped,registered_grouped,log_mileage,make_freq,model_freq,Actual,Predicted,Error,Abs_Error
Local,Sedan,1300,0,Petrol,11,Multan,Sindh,11.277215789596893,0.21353642298074113,0.06985807541164626,2950000.000000002,2896832.526746018,53167.473253984004,53167.473253984004
Local,Sedan,1300,1,Petrol,8,Lahore,Punjab,11.472113887062386,0.21353642298074113,0.06985807541164626,3600000.0000000014,3658416.4083040305,-58416.408304029144,58416.408304029144
Local,Sedan,1300,0,Petrol,13,Other,Lahore,5.25227342804663,0.3168458315741613,0.16566529180604722,2400000.000000001,2419968.734792127,-19968.734792125877,19968.734792125877
Local,Sedan,1800,1,Petrol,10,Other,Islamabad,11.775297421715827,0.3168458315741613,0.16566529180604722,4250000.000000002,4279321.277982411,-29321.277982409112,29321.277982409112
Local,Pick Up,800,0,Petrol,11,Other,Punjab,11.314303779962756,0.2909941216589263,0.004644214218440453,999999.9999999997,808398.1953826916,191601.80461730808,191601.80461730808
Local,Sedan,1500,1,Petrol,8,Karachi,Karachi,11.211833885608513,0.21353642298074113,0.06985807541164626,3850000.0000000005,3781280.392981827,68719.60701817367,68719.60701817367
Local,MPV,3470,1,Petrol,6,Islamabad,Islamabad,11.156264806643742,0.022766392777110196,0.0005033938488519373,11500000.000000019,11965674.487288853,-465674.4872888345,465674.4872888345
Local,SUV,1999,1,Petrol,5,Lahore,Lahore,10.264687244346277,0.022766392777110196,0.012698515800071449,7380000.000000002,7494514.1203801455,-114514.12038014363,114514.12038014363
Local,Hatchback,660,1,Petrol,7,Lahore,Punjab,11.06665398721974,0.2909941216589263,0.05707836705530837,2550000.0,2467166.2926740632,82833.70732593676,82833.70732593676
Local,Sedan,1500,1,Petrol,4,Other,Islamabad,9.741027444837728,0.3168458315741613,0.01640089636582118,5325000.0,5155251.134424173,169748.86557582673,169748.86557582673
Imported,Unknown,1600,0,Petrol,28,Other,Other,7.10085190894405,0.01946997499269267,0.004189535903348381,460000.0000000002,614807.1059842455,-154807.10598424537,154807.10598424537
Local,Sedan,1500,1,Petrol,6,Peshawar,Islamabad,11.350418300109132,0.21353642298074113,0.06985807541164626,4399999.999999997,4339451.998270396,60548.00172960106,60548.00172960106
Local,Hatchback,1000,0,Petrol,8,Lahore,Lahore,10.463131911491967,0.2909941216589263,0.05779286155045305,2649999.999999999,2922672.2449525343,-272672.24495253526,272672.24495253526
Local,SUV,2000,1,Petrol,5,Other,Islamabad,8.987321812850125,0.022766392777110196,0.012698515800071449,7500000.000000002,7897242.529761916,-397242.52976191416,397242.52976191416
Imported,Hatchback,660,1,Petrol,6,Gujranwala,Un-Registered,10.373522431293592,0.040807378779513494,0.004855314864733201,3240000.000000003,3768573.2994898134,-528573.2994898106,528573.2994898106
Local,Sedan,1300,0,Petrol,22,Islamabad,Lahore,12.154784614286667,0.3168458315741613,0.16566529180604722,2075000.0000000007,1859439.9836775288,215560.0163224719,215560.0163224719
Local,Hatchback,800,0,Petrol,13,Islamabad,Faisalabad,13.45883704259595,0.2909941216589263,0.0030366016043649117,270000.00000000006,247161.8765015697,22838.12349843036,22838.12349843036
Imported,SUV,3500,1,Petrol,33,Islamabad,Karachi,12.175618592671356,0.014062550745347667,0.005277516157318697,2349999.999999999,2821215.1264569103,-471215.1264569112,471215.1264569112
Local,Sedan,1800,1,Petrol,5,Multan,Lahore,10.463131911491967,0.21353642298074113,0.10736903640674222,6250000.000000005,6659484.130266713,-409484.1302667083,409484.1302667083
Imported,Hatchback,660,1,Hybrid,7,Islamabad,Islamabad,10.064798252418377,0.2909941216589263,0.030479685622422138,3600000.0000000014,3834955.7867195075,-234955.78671950614,234955.78671950614
Imported,Hatchback,1500,1,Hybrid,12,Gujranwala,Islamabad,11.849404844423074,0.3168458315741613,0.007177421973953428,3850000.0000000005,3857991.461124568,-7991.461124567315,7991.461124567315
Local,SUV,2000,1,Petrol,5,Lahore,Lahore,10.431199791458543,0.01860933389626839,0.005309993179825273,8400000.000000006,7919576.230451164,480423.76954884175,480423.76954884175
Local,Hatchback,998,1,Petrol,5,Karachi,Karachi,8.699681400989514,0.022766392777110196,0.005618524893637751,3499999.9999999995,3123355.520936909,376644.4790630904,376644.4790630904
Local,Hatchback,1000,0,Petrol,8,Lahore,Lahore,10.915106645867503,0.2909941216589263,0.030479685622422138,2349999.999999999,2168521.525878556,181478.474121443,181478.474121443
Local,Crossover,1199,1,Petrol,4,Rawalpindi,Islamabad,9.546884034617925,0.001364034945276217,0.0013477964340229288,8099999.999999998,7421816.138706443,678183.8612935552,678183.8612935552
Imported,Hatchback,660,1,Petrol,9,Lahore,Un-Registered,10.859018228147887,0.040807378779513494,0.004855314864733201,3400000.000000002,3164935.6399821737,235064.36001782818,235064.36001782818
Local,Sedan,1300,0,Petrol,19,Other,Punjab,12.206077645517674,0.3168458315741613,0.16566529180604722,1849999.9999999995,1706854.0621436455,143145.93785635405,143145.93785635405
Local,Sedan,1600,1,Petrol,6,Karachi,Karachi,10.757924157061597,0.3168458315741613,0.16566529180604722,4999999.999999999,5084773.691863929,-84773.69186392985,84773.69186392985
Imported,Unknown,1500,0,Petrol,33,Lahore,Lahore,11.51293546492023,0.0008281640739177033,0.0007956870514111267,390000.00000000035,461492.70689492027,-71492.70689491992,71492.70689491992
Local,Sedan,1798,1,Petrol,7,Peshawar,Islamabad,11.097425172408931,0.3168458315741613,0.16566529180604722,6000000.0,5870951.829854249,129048.17014575098,129048.17014575098
Local,Sedan,1300,0,Petrol,7,Other,Punjab,11.49273296168228,0.3168458315741613,0.16566529180604722,4324999.999999998,4573940.899842957,-248940.8998429589,248940.8998429589
Imported,Unknown,1300,1,Petrol,7,Peshawar,Sindh,11.532737896139919,0.0029229320255918937,0.0,1299999.9999999993,3776934.8977484363,-2476934.897748437,2476934.897748437
Local,Sedan,1300,0,Petrol,16,Other,Lahore,11.51293546492023,0.3168458315741613,0.16566529180604722,2329999.999999998,2353860.2522954084,-23860.25229541026,23860.25229541026
Local,Sedan,2000,0,Diesel,26,Other,Sindh,11.51293546492023,0.3168458315741613,0.16566529180604722,969999.9999999999,1238631.1016035422,-268631.10160354234,268631.10160354234
Local,Sedan,1300,1,Petrol,4,Lahore,Punjab,10.084266253072569,0.3168458315741613,0.01640089636582118,4650000.000000001,4420521.833541553,229478.1664584484,229478.1664584484
Local,Sedan,1600,1,Petrol,23,Other,Islamabad,11.723648196284437,0.3168458315741613,0.16566529180604722,1849999.9999999995,1893250.8107268296,-43250.81072683004,43250.81072683004
Imported,Hatchback,1500,1,Hybrid,12,Lahore,Lahore,11.711784520403112,0.3168458315741613,0.007177421973953428,3099999.9999999986,3793086.365431528,-693086.3654315295,693086.3654315295
Local,Hatchback,1000,0,Petrol,7,Lahore,Lahore,10.915106645867503,0.2909941216589263,0.030479685622422138,2289999.9999999995,2303434.0698841126,-13434.069884113036,13434.069884113036
Local,Sedan,1500,1,Petrol,4,Peshawar,Islamabad,10.021315031649332,0.012341268552499106,0.004904030398493066,4399999.999999997,4190453.6231779098,209546.37682208745,209546.37682208745
Imported,Unknown,1500,1,Petrol,16,Other,Karachi,11.904974309480183,0.3168458315741613,0.009613198661946673,2950000.000000002,3296641.0657430193,-346641.0657430175,346641.0657430175
Local,SUV,2800,1,Diesel,5,Islamabad,Islamabad,10.434145214930487,0.3168458315741613,0.011025949140982755,21200000.000000004,17906290.26193669,3293709.738063313,3293709.738063313
Imported,Crossover,1500,1,Hybrid,11,Karachi,Karachi,11.669937760751914,0.21353642298074113,0.009483290571920367,4700000.000000004,4828805.26223103,-128805.26223102584,128805.26223102584
Local,Sedan,1800,1,Petrol,14,Rawalpindi,Lahore,12.07254696717504,0.21353642298074113,0.10736903640674222,2300000.0,3343811.8820302193,-1043811.8820302193,1043811.8820302193
Imported,Sedan,1800,1,Hybrid,10,Other,Islamabad,4.762173934797756,0.3168458315741613,0.009613198661946673,6749999.999999997,9240314.33173295,-2490314.331732952,2490314.331732952
Imported,Hatchback,660,1,Petrol,6,Gujranwala,Un-Registered,9.472781556562168,0.014062550745347667,0.0005683478938650904,4074999.999999997,3806923.174562725,268076.82543727243,268076.82543727243
Imported,Unknown,1000,1,Petrol,12,Karachi,Sindh,11.552155793461898,0.3168458315741613,0.012146406417459647,2599999.9999999986,2591636.880988313,8363.119011685718,8363.119011685718
Local,Hatchback,800,0,Petrol,17,Other,Lahore,11.082157933374816,0.2909941216589263,0.06034230781721932,755000.0000000005,744374.9155662359,10625.084433764569,10625.084433764569
Imported,Sedan,2000,1,Petrol,20,Lahore,Sindh,11.918397239722838,0.002143483485434055,0.0007469715176512617,4799999.999999999,3468342.8530934863,1331657.1469065128,1331657.1469065128
Imported,Unknown,660,1,Petrol,13,Karachi,Karachi,11.62893804540639,0.3168458315741613,0.0010067876977038746,1650000.0000000007,2172110.7955698064,-522110.79556980566,522110.79556980566
Imported,Hatchback,996,1,Petrol,7,Karachi,Sindh,10.789215978827643,0.3168458315741613,0.024715014127504792,4199999.999999997,4341790.4296002025,-141790.42960020527,141790.42960020527
Local,SUV,2000,1,Petrol,5,Karachi,Karachi,10.373522431293592,0.022766392777110196,0.012698515800071449,7449999.9999999935,7425779.073102529,24220.92689746432,24220.92689746432
Imported,Unknown,1600,0,Petrol,11,Islamabad,Punjab,7.118826249062078,0.01946997499269267,1.62385112532883e-05,449999.99999999994,1178525.5998703886,-728525.5998703886,728525.5998703886
Local,Hatchback,660,0,Petrol,5,Karachi,Karachi,10.348205424565993,0.2909941216589263,0.05707836705530837,2375000.0,2241193.616996098,133806.38300390216,133806.38300390216
Local,Sedan,1300,1,Petrol,9,Karachi,Karachi,11.225256725762893,0.3168458315741613,0.16566529180604722,3750000.0000000023,3834097.0907049784,-84097.09070497612,84097.09070497612
Imported,Hatchback,660,1,Petrol,8,Gujranwala,Punjab,10.545367754151743,0.040807378779513494,0.0010392647202104512,3550000.0000000014,3003155.413878811,546844.5861211903,546844.5861211903
Imported,MPV,1500,1,Petrol,9,Sialkot,Lahore,11.550230883578887,0.21353642298074113,0.0012178883439966223,3555000.000000002,5349260.482233591,-1794260.4822335895,1794260.4822335895
Imported,Unknown,660,1,Petrol,19,Rawalpindi,Lahore,11.736077016252437,0.040807378779513494,0.004855314864733201,1600000.0000000012,1595241.3221481098,4758.677851891378,4758.677851891378
Local,Sedan,1500,1,Petrol,10,Faisalabad,Islamabad,12.07254696717504,0.21353642298074113,0.10736903640674222,4750000.000000003,4972094.226452026,-222094.2264520228,222094.2264520228
Local,Sedan,1300,0,Petrol,18,Islamabad,Islamabad,11.32943522553267,0.3168458315741613,0.16566529180604722,3149999.9999999995,2243517.1100127865,906482.8899872131,906482.8899872131
Local,SUV,2359,1,Petrol,4,Lahore,Lahore,10.499600568082863,0.022766392777110196,0.0012178883439966223,9200000.000000004,9169498.74471917,30501.25528083369,30501.25528083369
Imported,Hatchback,800,0,Petrol,36,Islamabad,Islamabad,13.122365377402328,0.2909941216589263,0.06034230781721932,449999.99999999994,412927.27231380617,37072.72768619377,37072.72768619377
Local,Hatchback,1300,0,Petrol,7,Lahore,Lahore,11.007584771434807,0.003588710986976714,0.0015101815465558117,1899999.9999999993,1812362.3279257324,87637.67207426694,87637.67207426694
Imported,Unknown,1000,1,Petrol,17,Lahore,Punjab,11.681798663273197,0.3168458315741613,0.012146406417459647,1899999.9999999993,2183700.794453826,-283700.7944538265,283700.7944538265
Local,Sedan,1500,1,Petrol,5,Islamabad,Punjab,10.736418414365376,0.012341268552499106,0.004904030398493066,3570000.000000002,3802961.33978521,-232961.339785208,232961.339785208
Imported,Crossover,3500,1,Petrol,16,Faisalabad,Lahore,11.87757552297847,0.0009580721639440097,0.00047091682634536067,8999999.999999996,9248243.544822779,-248243.54482278228,248243.54482278228
Local,Sedan,1300,0,Petrol,19,Other,Sindh,13.45883704259595,0.3168458315741613,0.16566529180604722,1650000.0000000007,1658604.9252412715,-8604.925241270801,8604.925241270801
Imported,Sedan,1800,1,Petrol,23,Lahore,Lahore,11.853233193820964,0.007550907732779059,0.007550907732779059,6499999.999999999,3289439.9595275507,3210560.0404724483,3210560.0404724483
Local,Hatchback,1000,0,Petrol,16,Other,Lahore,11.288631251898623,0.2909941216589263,0.05779286155045305,1099999.9999999998,1004007.3941919804,95992.6058080194,95992.6058080194
Imported,Hatchback,1000,0,Petrol,31,Lahore,Punjab,11.51293546492023,0.040807378779513494,0.003962196745802345,299999.99999999977,390473.1086479512,-90473.10864795145,90473.10864795145
Imported,Off-Road Vehicles,3400,1,Petrol,20,Lahore,Punjab,12.100717685412471,0.3168458315741613,0.009532006105680231,5800000.0,5626736.142228021,173263.8577719787,173263.8577719787
Local,Hatchback,660,0,Petrol,4,Other,Islamabad,8.071218539969863,0.2909941216589263,0.05707836705530837,2649999.999999999,2610538.334966399,39461.66503360029,39461.66503360029
Local,Hatchback,1300,0,Petrol,10,Lahore,Punjab,11.440999725398639,0.2909941216589263,0.019713552661491995,2150000.0,2284886.640648567,-134886.64064856712,134886.64064856712
Local,Sedan,1500,0,Petrol,11,Lahore,Punjab,11.264476926102367,0.3168458315741613,0.16566529180604722,649999.9999999995,908425.745079017,-258425.74507901748,258425.74507901748
Local,Van,800,0,Petrol,6,Other,Punjab,10.714439990727769,0.2909941216589263,0.016092364652008705,1800000.000000001,1583835.5495884912,216164.45041150972,216164.45041150972
Local,Hatchback,796,0,Petrol,8,Karachi,Karachi,9.798182590890704,0.2909941216589263,0.06034230781721932,1299999.9999999993,1261625.3883933004,38374.61160669895,38374.61160669895
Imported,SUV,4600,1,Petrol,15,Islamabad,Islamabad,11.891368749982085,0.3168458315741613,0.009532006105680231,26499999.999999996,23974879.296740804,2525120.7032591924,2525120.7032591924
Imported,Hatchback,1000,1,Petrol,21,Islamabad,Peshawar,11.37917690590964,0.3168458315741613,0.012146406417459647,1824999.9999999984,1689720.7215939504,135279.27840604796,135279.27840604796
Imported,Hatchback,660,0,Petrol,9,Other,Other,4.948759890378168,0.2909941216589263,0.05707836705530837,499999.99999999977,2740442.633981099,-2240442.6339810994,2240442.6339810994
Local,Hatchback,1300,0,Petrol,14,Islamabad,Lahore,11.461642696843066,0.2909941216589263,0.019713552661491995,1694999.9999999998,1727468.0158443635,-32468.01584436372,32468.01584436372
Local,Hatchback,1000,0,Petrol,28,Multan,Other,11.51293546492023,0.2909941216589263,0.009028612256828295,530000.0000000003,469036.99185880134,60963.00814119901,60963.00814119901
Local,Sedan,1500,1,Petrol,6,Peshawar,Islamabad,10.714439990727769,0.3168458315741613,0.01640089636582118,4849999.999999997,4395552.834815073,454447.1651849244,454447.1651849244
Local,Sedan,1800,1,Petrol,18,Multan,Karachi,11.561725152903833,0.21353642298074113,0.10736903640674222,1849999.9999999995,1834109.1619600398,15890.83803995978,15890.83803995978
Local,Sedan,1999,1,Petrol,5,Lahore,Islamabad,11.418625774449598,0.01860933389626839,0.0027443084018057224,6200000.000000005,5942979.165231394,257020.834768611,257020.834768611
Local,SUV,1999,1,Petrol,7,Islamabad,Islamabad,10.839600519357369,0.022766392777110196,0.012698515800071449,7089999.999999999,6950438.949830755,139561.0501692444,139561.0501692444
Local,Crossover,1500,1,Petrol,4,Sialkot,Un-Registered,8.612685172875459,0.21353642298074113,0.00248449222175311,7849999.9999999935,7798301.515653679,51698.48434631433,51698.48434631433
Local,Hatchback,1000,0,Petrol,11,Sialkot,Lahore,11.373674891823535,0.2909941216589263,0.030479685622422138,1784999.9999999998,1878163.0301048178,-93163.03010481806,93163.03010481806
Imported,Hatchback,1000,1,Petrol,23,Other,Other,11.51293546492023,0.3168458315741613,0.024715014127504792,1789999.9999999988,1580169.0059682622,209830.99403173663,209830.99403173663
Local,SUV,2700,1,Petrol,13,Faisalabad,Lahore,11.343310832172625,0.3168458315741613,0.011025949140982755,7249999.999999998,7293105.012173631,-43105.01217363309,43105.01217363309
Local,Sedan,1300,0,Petrol,16,Other,Islamabad,12.677921446399237,0.3168458315741613,0.16566529180604722,2000000.0000000016,2276418.701590778,-276418.7015907762,276418.7015907762
Local,Hatchback,660,1,Petrol,4,Islamabad,Islamabad,8.160803920954665,0.2909941216589263,0.05707836705530837,3069999.999999999,2985010.546803843,84989.45319615584,84989.45319615584
Local,Unknown,1600,1,Petrol,23,Islamabad,Islamabad,10.714439990727769,0.01946997499269267,0.004189535903348381,1270000.0000000002,1192760.4679950878,77239.53200491238,77239.53200491238
Imported,Hatchback,1500,1,Hybrid,12,Islamabad,Islamabad,12.323860125621126,0.3168458315741613,0.007177421973953428,3799999.9999999995,3571481.8690555035,228518.13094449602,228518.13094449602
Imported,Sedan,1600,0,Petrol,25,Islamabad,Lahore,9.421087402953841,0.2909941216589263,0.006657789613848202,1050000.0000000007,832914.9577603913,217085.0422396094,217085.0422396094
Local,Sedan,1800,1,Petrol,19,Rawalpindi,Islamabad,11.835016210489899,0.21353642298074113,0.10736903640674222,2250000.000000001,1943523.5812120216,306476.4187879793,306476.4187879793
Imported,Hatchback,1100,0,Petrol,21,Other,Sindh,11.918397239722838,0.01860933389626839,0.006933844305154103,700000.0000000006,914161.6247444755,-214161.6247444749,214161.6247444749
